id,code,name,street,zipcode,city
84161018036486557,,,,,
84161018036486765,,,,,
84161018036486788,,,,,
84161018036487012,,,,,
84161018036517774,35030,SPEIR,"9, Boulevard du Delta",94658,Rungis Cedex
84161018036517957,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036490726,15897,Uspot LTD,"56 Brovarska St., Trebuhiv,",7454,Kiev oblast
84161018036490796,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036687929,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036518893,35366,Savoies Primeurs,ZAC Entre 2 Lacs,73410,Albens
84161018036519006,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036496846,50904,La Provençale,ZI du Grasbesch,3370,Leudelange
84161018036496953,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036518623,36679,Slad Multifrais,Route de Peyrehorade,40100,Dax
84161018036518755,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036486346,51068,Bidfood Horeca Service N.V.,"Lochteman, 10",3580,Beringen
84161018036486503,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036487065,11082,Lozza Carni S.r.l.,"Via Don Carlo Murena, n° 21",21020,Casale Litta
84161018036487216,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036496529,20090A04,Makro Distrib.Mayorista SAU,PI Gavilanes ClDian Fossey 4,28909,Getafe (Madrid)
84161018036496763,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036487840,11207A01,"General Food, S.p.A.",Via Cavour nr.139/A,25011,Calcinato
84161018036488032,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036725455,16168,CFN Foods LTD,"Ballyregan, Camas,",V42 PN22,Limerick
84161018036725528,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036489605,36683A02,Pro à Pro Distribution Sud,Allée du Port,26200,Montelimar
84161018036489816,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036487611,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036487764,FRILOM,Lineage Rotterdam Maasvlakte,Tsugarustraat 5,3199 LS,Rotterdam
84161018036488187,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036488203,FRILOM,Agristo Nazareth NV,Venecoweg 12,9810,Nazareth
84161018036496261,36521A02,Pomona PF Paris Nord (Sod),2 rue du Palmer - Bâtiment 2,95064,Cergy Pontoise cedex
84161018036496502,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036488940,51068,Bidfood Horeca Service N.V.,"Lochteman, 10",3580,Beringen
84161018036488994,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036489409,51076,Yildirim B.V.B.A.,"Koninginnelaan, 123A",3630,Maasmechelen
84161018036489505,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036498382,35014,Dis-Frais SA,Rue de l'avenir,50500,St Hilaire Petitvill
84161018036498487,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036491182,14700,Grabbarnas Gront,Konsumentvagen 9,12530,Älvsjö
84161018036491350,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036491503,14233,Allmix i Mjolby AB,Hagalunsgatan 6,59594,MJOLBY
84161018036491546,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036491655,13099,SKG Göteborg,Vattenverksgatan 12,41502,Göteborg
84161018036491911,10676A01,MS Frukt & Gront,Importörvägen 4-44,12044,Arsta
84161018036492140,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036492203,14105,PRIFA FOOD PRODUCTION,Upplagsvagen 27B,117 43,Arsta
84161018036492360,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036492495,14713A01,Dagab Syd,Exportgatan 53,40126,Goteborg
84161018036492564,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036492794,14713A02,Dagab AB,Lillsjovagen 7,13626,Jordbro
84161018036492811,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036492985,14700,Grabbarnas Gront,Konsumentvagen 9,12530,Älvsjö
84161018036493127,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036493279,10363,Lundbergs Fast Food & Cafe,Hantverkarvagen 9a,14563,Norsborg
84161018036493433,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036493504,11015,Korvcashen I Stockholm AB,Stallarholmsvägen 8,12459,Bandhagen
84161018036493601,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036493817,16054,Mälarfresh Food AB/Före D,Brandthovdagatan 27,721 35,Västerås
84161018036494259,70193,Stefri Frischeteam,Halper GmbH            MAR,7531,Kemeten
84161018036494364,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036494573,70193,Stefri Frischeteam,Halper GmbH            MAR,7531,Kemeten
84161018036494607,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036494803,72292A04,Eurogast Salzburg        MAR,Lamprechtshaus. Bundesstr. 6,5101,Bergheim
84161018036494917,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036495039,72156,Kavak gesellschaft m.b.H.,Bayerhamer Straße 22,5020,Salzburg
84161018036495155,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036495289,70869A02,FRIGOLOGO Kuehllogistik GmbH,AVILO FRISCHE,2326,Maria Lanzendorf
84161018036495433,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036487405,50724A04,DC ROTSELAER,WINGEPARK 10,3110,ROTSELAAR
84161018036487550,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036497100,50130A01,Hanos Heerenveen,Houtdraaier 2,8447 GG,Heerenveen
84161018036497231,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036497355,50003A01,Bidfood (Emmen),James Cookstraat 14,7824 AN,Emmen
84161018036497486,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036499129,10044A52,Sligro Roermond,Burghoffweg 28,6042 EX,Roermond
84161018036499242,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036489937,36650,Gel Var,"870, avenue de Madrid",83870,Signes
84161018036490110,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036493957,12693A02,Makro Cash & Carry Portugal,Plataforma Torres Novas,2350-375,Torres Novas
84161018036490122,20118A05,Stef BCN (Stock Gastrofresc),Polígon Cim Vallès,08130,S.Perpètua de Mogoda
84161018036490361,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036490375,20118A05,Stef BCN (Stock Gastrofresc),Polígon Cim Vallès,08130,S.Perpètua de Mogoda
84161018036490558,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036489188,51068A01,Bidfood Bestfood,"Scheepstraat, 10",3630,Maasmechelen
84161018036489307,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036497590,50208A01,Bidfood BV (Nieuwegein),Structuurbaan 10,3439 MB,Nieuwegein
84161018036497790,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036497855,51115,Bidfood Harderwijk,Daltonstraat 18,3846 BX,Harderwijk
84161018036498042,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036498051,50960,Scholten horeca B.V.,Bergerweg 125,1862 PR,Bergen NH
84161018036498188,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036534198,70941A02,Puetz Frischdienst& Lebens-,Hufer Hof,52146,Wuerselen
84161018036534394,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036534499,70939A02,VLG Lager Frisch,Strasse des 13. Januar 12-14,66121,Saarbrucken
84161018036534566,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036534659,72185A01,Transgourmet VZ Köln,Ernst-Abbe-Str. 3,50769,Köln
84161018036534882,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036535493,70924A01,Fruchthof Northeim GmbH,Industriestraße 6,37154,Northeim
84161018036535606,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036535756,72082,Joop Eskes GmbH         MAR,Schlavenhorst 80,46395,Bocholt
84161018036535829,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036536008,72033A01,Huesken GmbH & Co. KG    MAR,Thueringer Strasse 10-14,46286,Dorsten
84161018036536142,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036536753,72200,Otto Tasche Feinkost,Robert Bosch Ring 3,49584,Fürstenau
84161018036536939,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036537069,72146,Bernard Möllers GmbH & Co KG,Liebigstrasse 120,50823,Köln
84161018036537143,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036537264,72222A01,Transgourmet DE GmbH&Co.OHG,"An der Priessnitzaue, 7 RFS",01328,Dresden
84161018036537390,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036537513,70463A01,Schmitt Valentin,Alexander-Bell-Strasse 11,53332,Bornheim
84161018036537658,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036537743,70463A01,Schmitt Valentin,Alexander-Bell-Strasse 11,53332,Bornheim
84161018036537970,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036538101,72146,Bernard Möllers GmbH & Co KG,Liebigstrasse 120,50823,Köln
84161018036538131,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036538319,70101,Ossenbrink GmbH          MAR,In der Schlinge 10-12,59227,Ahlen
84161018036538418,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036538526,70700A01,Flach Rhein-Main Gmbh,"Max-Planck-Strasse,1",64572,Buttelborn
84161018036538694,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036538800,70178,Stefanidis Fleisch und,Feinkost GmbH & Co KG,33813,Oerlinghausen
84161018036538940,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036539082,70178,Stefanidis Fleisch und,Feinkost GmbH & Co KG,33813,Oerlinghausen
84161018036539246,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036539295,72221A01,Transgourmet DE GmbH&Co.OHG,Arhornring 10         RFS,18184,Roggetin
84161018036539442,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036544719,10590A01,PD-Vila do Conde Congelados,Norte 5508,4480,Mindelo-Vila do Cond
84161018036544870,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036544931,72265,Nuava Gastroservice GmbH,Robert Boschstrasse 11,35398,Giessen
84161018036545139,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036519928,30124,SARL Le Flahec,ZA De La Ferrere,22120,Yffiniac
84161018036519989,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036518094,36709A01,ETS Baleux,"101, rue de Perpignan Bât.D3",94150,Rungis MIN
84161018036518195,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036518311,35681,Le Rocher du Lion SARL(frais,"5, Le Pont Neuf",44320,Saint-Pere-en-Retz
84161018036518428,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036519620,35017A02,SPLO,Place de la Gare,35590,L'Hermitage
84161018036519728,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036560148,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018038878579,10659,Svensk Cater AB Östersund,AB /Norrsaljarna i Ostersund,83148,Ostersund
84161018036546997,20118A05,Stef BCN (Stock Gastrofresc),Polígon Cim Vallès,08130,S.Perpètua de Mogoda
84161018036547181,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036552152,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036552311,FRILOM,Farm Frites Sint-Truiden BV,Nijverheidslaan 5430,3800,Sint Truiden
84161018036554402,12523A06,XPO Logistics,Bellsize Close,WS11 9TQ,Cannock
84161018036554591,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036555750,11315A02,Companhia da Serra Comércio,Beco das Arroteias no 2,2580-243,Ota
84161018036555851,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036557501,VANGUL,Vanmarcke N.V.,Oostlaan 14,8560,Gullegem
84161018036557614,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036560050,35418A01,Pomona PF Nimes (Sodexo),3214 Route de Montpellier,30900,Nîmes
84161018036563845,10044A54,Sligro BS Vianen,Dijkleger 2,4131 MA,Vianen
84161018036563978,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036564119,50118A01,Hanos Groningen,Bornholmstraat 56,9723 AZ,Groningen
84161018036564727,10044A48,Sligro Sluis B.V.,St. Annastraat 84,4524 JP,Sluis
84161018036564841,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036564941,10044A51,Sligro BS Maastricht,Habitatsingel 59,6229 RC,Maastricht
84161018036565001,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036565133,50120,Hanos VERS DC,Tweelingenlaan 80,7324 DN,Apeldoorn
84161018036565279,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036565492,50274A07,Horecagroothandel Actifood,Waardeel 12,8431 NA,Oosterwolde
84161018036564467,10044A50,Sligro BS Deventer,Nering Bögelweg 40,7418HJ,Deventer
84161018036564585,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036546810,20118A05,Stef BCN (Stock Gastrofresc),Polígon Cim Vallès,08130,S.Perpètua de Mogoda
84161018036546832,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036498602,51024,Busser Horeca Service B.V.,Lange Amerikaweg 96,7332 BR,Apeldoorn
84161018036498783,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036543934,35345A02,Cussac Societe Nouvelle(FCA),MIN,69960,Corbas
84161018036544031,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036539638,70129,Handelshof Koeln,Betriebsst.Koln-Mungersdorf,50933,Koeln
84161018036539715,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036539899,70035A01,Gustav Schumacher GmbH,Rudolf-Diesel-Strasse 46,56220,Urmitz
84161018036539961,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036540132,70035A01,Gustav Schumacher GmbH,Rudolf-Diesel-Strasse 46,56220,Urmitz
84161018036540180,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036542904,72086A01,Alfa Pack,Dessauer Strasse 60,45472,Mülheim an der Ruhr
84161018036542990,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036550349,10114A59,VF Cold stores limited,Jamestown Business Park,D11 HH77,Dublin
84161018036550439,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036520412,36720,Bermudes,"8, rue de Lance",94310,Orly
84161018036520449,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036520073,36664A03,Rebiffé p/a Stef Paris Distr,"2, Avenue du Viaduc",94550,Chevilly-Larue
84161018036520310,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036519342,35327,Ribeprim S.A.,Zac La Grerie,60771,Ribecourt Cedex
84161018036519523,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036519068,36645,Soly Nature,"409, rue Honoré Ravelli",06580,Pegomas
84161018036519215,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036545213,50225,Zegro,Schuttevaerweg 22,3044 BB,Rotterdam
84161018036545394,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036550529,20262A08,"Lacrem, S.A.",Insofrisa (A.P.C.),08130,Barcelona
84161018036550747,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036552438,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036552499,FRILOM,Farm Frites Sint-Truiden BV,Nijverheidslaan 5430,3800,Sint Truiden
84161018036552858,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036552986,FRILOM,Farm Frites Sint-Truiden BV,Nijverheidslaan 5430,3800,Sint Truiden
84161018036552640,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036552818,FRILOM,Farm Frites Sint-Truiden BV,Nijverheidslaan 5430,3800,Sint Truiden
84161018036553135,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036553243,FRILOM,Farm Frites Sint-Truiden BV,Nijverheidslaan 5430,3800,Sint Truiden
84161018036553387,FFSINT,Farm Frites Sint-Truiden BV,Nijverheidslaan 5430,3800,Sint Truiden
84161018036553544,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036547319,35398,Pomona PF Bourgogne,Rue Konrad Adenauer,21800,Chevigny St Sauveur
84161018036547374,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036560313,FRESTR,Fresh Logistic SP z.o.o.,ul. Serwisowa 7,83-000,Wojanowo
84161018036560413,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036560539,19763,Manuel António Cabete Lda.,R. dos Tanoeiros 54-55,2860-193,Alhos Vedros-Setubal
84161018036560697,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036558575,13679,Jan Linders Supermarkten,Industrieterrein 15,5854 PE,Nieuw Bergen
84161018036558689,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036554728,13684A02,Hoogvliet Distributie,Facetlaan 6,2665 NR,Bleiswijk
84161018036554822,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036562422,15401A01,WANG CHEN - sklad,Foresterova 371,250 82,Uvaly u Prahy
84161018036562435,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036562666,96310A01,Sklad Farm Frites-,MD Logistika,53303,Dasice v Cechach
84161018036562699,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036569321,72256A04,Edeka Foodservice Stiftung,Meyerweg 15,32429,Minden
84161018036569415,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036569573,72158,Spitzer Gastro Food Service,Bruchweg 65,45659,Recklinghausen
84161018036569699,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036570429,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036570547,70620A02,Handelshof Mönchengladbach,Rönneterring 12,41068,Mönchengladbach
84161018036570727,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036565595,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036565706,50184A01,Bidfood B.V. (Schiedam),Ringersstraat z/n,3125 BJ,Schiedam
84161018036565884,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036565890,51109,Foox Bergsma Franeker B.V.,Edisonstraat 14,8801 PN,Franeker
84161018036566030,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036566209,10044A47,Sligro Bezorgservice,Berkel en Rodenrijs,2652 XB,Berkel en Rodenrijs
84161018036566326,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036566454,50161A01,Bidfood BV (Hengelo),Diamantstraat 18,7554 TA,Hengelo
84161018036566544,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036566763,50109A01,Bidfood B.V. (Geleen),Hofkamp 14,6161 DC,Geleen
84161018036566875,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036566997,50211A01,Marschee B.V.,Duizeldonksestraat 26,5705 CA,Helmond
84161018036567100,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036567217,50195,Bidfood B.V. Utrecht,Rutherfordweg 103,3542 CN,Utrecht
84161018036567419,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036567714,50120,Hanos VERS DC,Tweelingenlaan 80,7324 DN,Apeldoorn
84161018036567886,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036568044,10044A53,Sligro BS Breda,Kapittelweg 10,4827 HG,Breda
84161018036568187,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036567484,50208A01,Bidfood BV (Nieuwegein),Structuurbaan 10,3439 MB,Nieuwegein
84161018036568318,50261A02,Hoka Waalwijk,Industrieweg 52,5145 PW,Waalwijk
84161018036568347,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036557705,10044A35,Sligro BV Veghel (diepvries),Doornhoek 42100,5465 TE,Veghel
84161018036557896,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036488620,35682,Le Rocher du Lion SARL(Surg),"5, Le Pont Neuf",44320,Saint-Pere-en-Retz
84161018036488787,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036490925,14717,MT Svea Scand AB,Styckmastargatan 4,12162,Johanneshov
84161018036491064,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036498818,10044A52,Sligro Roermond,Burghoffweg 28,6042 EX,Roermond
84161018036498961,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036499847,10044A54,Sligro BS Vianen,Dijkleger 2,4131 MA,Vianen
84161018036500075,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036500101,51118,Bidfood B.V. Meppel,Industrieweg 14,7949 AK,Rogat
84161018036500252,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036508725,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036544172,14944A02,KAN CHENG sklad,Sportowni 1190,251 68,Hlubocinka
84161018036544287,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036544456,96310A01,Sklad Farm Frites-,MD Logistika,53303,Dasice v Cechach
84161018036544627,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036521980,72033A01,Huesken GmbH & Co. KG    MAR,Thueringer Strasse 10-14,46286,Dorsten
84161018036521999,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036522225,72263,Mönchguter Fruchtgrosshandel,Bergener Straße 11,18573,Samtens
84161018036522276,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036522919,70619,Handelshof Koeln,Betriebstaette Koeln - Poll,51105,Koeln
84161018036523040,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036523194,72262A01,lekkerland SE,Im Lekkerland        MAR,46147,Oberhausen-Sterkrade
84161018036523343,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036523470,70093,Hansa Feinkost GmbH,Grosses Klosterfeld 3     BE,31655,Stadthagen
84161018036523640,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036523674,72240A01,Selgros C&C Ingoldstadt,Otto-Hahn-Strasse 2-4,85055,Ingolstadt
84161018036523825,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036524731,70652A02,Jork Isny          MAR,Alemannenstrasse 3-6,88316,Isny-Allgau
84161018036524860,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036524952,70427A01,Omega Einkauf Sorg GmbH,Margarete Steiff Strasse 2,73457,Essingen bei Aalen
84161018036525140,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036525277,70595A02,Handelshof Rheinbach GmbH&Co,Kleinaltendorfer Weg 2    KG,53359,Rheinbach
84161018036525404,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036525556,70343A01,Viktor Nussbaumer GmbH&Co KG,Industriepark 1,97273,Kuernach
84161018036525655,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036540373,72026,Manss GmbH,Gallberger Weg 34,59063,Hamm
84161018036540530,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036540652,70153A04,Hogrimex Food-Handels GmbH,Gelderner Straße 57,47647,Kerken-Nieukerk
84161018036540750,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036540924,72244A01,Selgros C&C Duisburg,Schauenstrasse 32,47228,Duisburg
84161018036541022,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036541127,72236A01,Selgros C&C Frechen,Europaallee 35,50226,Frechen
84161018036541251,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036543211,72128A06,Metro Deutschland GmbH,Brassertst 210,45768,Marl
84161018036543312,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036543425,72246A01,Selgros C&C Hilden,Oststrasse 17          RFS,40724,Hilden
84161018036543549,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036551914,10036,F.lli Ferrari S.r.l.,Via delle Industrie 8,20070,S. Zenone al Lambro
84161018036552063,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036545512,20118A05,Stef BCN (Stock Gastrofresc),Polígon Cim Vallès,08130,S.Perpètua de Mogoda
84161018036545592,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036551383,20472A14,"PPI Frozen Foods, S.L.",Trans.J.Carbó,08040,Barcelona
84161018036551514,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036551079,20472A14,"PPI Frozen Foods, S.L.",Trans.J.Carbó,08040,Barcelona
84161018036551287,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036551679,20118A09,Stef BCN (Stock Gastrofresc),Polígon Cim Vallès,08130,S.Perpètua de Mogoda
84161018036551797,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036554996,11174A01,"Regado & Novo, Lda.",Av Gral Humberto Delgado 101,4900-317,Viana do Castelo
84161018036555119,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036555194,19051B18,Transfrio,Rua do Funchal 70,2670-364,Loures
84161018036555384,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036555405,10953A01,Cerrado Verde Lda.,Zona Industrial do Passil,2894-909,Alcochete
84161018036555586,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036556010,11237A01,"Bidfood Portugal, S.A.",Rua do Casal Novo s/n,2710-023,Sintra
84161018036556100,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036553706,35417,Pomona PF Aix en Provence,BP 36000,13791,Aix en Provence
84161018036553827,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036556187,35412A03,Pomona PF Lille (Sodexo),BP 245,59462,Lomme Cedex
84161018036556304,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036558267,50118A01,Hanos Groningen,Bornholmstraat 56,9723 AZ,Groningen
84161018036558016,10044A35,Sligro BV Veghel (diepvries),Doornhoek 42100,5465 TE,Veghel
84161018036558092,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036547527,10114A09,Reed Boardall Cold Storage,Barr Lane,YO51 9NN,"Boroughbridge, York"
84161018036547698,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036547777,10114A09,Reed Boardall Cold Storage,Barr Lane,YO51 9NN,"Boroughbridge, York"
84161018036547876,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036548309,10114A09,Reed Boardall Cold Storage,Barr Lane,YO51 9NN,"Boroughbridge, York"
84161018036548381,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036548550,10114A09,Reed Boardall Cold Storage,Barr Lane,YO51 9NN,"Boroughbridge, York"
84161018036548628,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018037234298,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036499374,35277,Aux Primeurs des Vosges,3 rue du Grand Breuil,88205,Remiremont Cedex
84161018036499458,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036499619,36671,Parc Astérix,BP 08,60128,Plailly
84161018036499832,FRILOM,STOCKHABO,Maatheide 64,3920,Lommel
84161018036503515,12407,AB Catering Aalborg A/S,Kystvejen 80,9400,Norresundby
